save-the-hero    beyonce-knowles    Pop    I lay alone awake at night,Sorrow fills my eyes,But I'm not strong enough to cry,Despite of my disguise,I'm left with no shoulder,But everybody wants to lean on me,I guess I'm their soldier,Well, who's gonna be mine?,Who's there to save the hero,When she's left all alone?,And she's crying out for help,Who's there to save the hero?,Who's there to save the girl,After she saves the world?,After she saves the world,I bottle all my hurt inside,I guess I'm living a lie,Inside my mind each day I die,What can bring me back to life?,A simple word, a gesture,Someone to say you're beautiful,Come find this buried treasure,With eyes lead to a pot of gold,Who's there to save the hero,When she's left all alone?,And she's crying out for help,Who's there to save the hero?,Who's there to save the girl,After she saves the world?,After she saves the world,I've given too much of myself,And now it's driving me crazy,(I'm crying out for help),Sometimes I wish someone would just come here,And save me, save me from myself,Who's there to save the hero,When she's left all alone?,And she's crying out for help,Who's there to save the hero?,Who's there to save the girl,After she saves the world?,After she saves the world
telephone    beyonce-knowles    Pop    Hello hello baby you called,I can't hear a thing,I have got no service,In the club, you see? see?,Wha-wha-what did you say huh?,You're breakin' up on me,Sorry I cannot hear you,I'm kinda busy,K-kinda busy,K-kinda busy,Sorry I cannot hear you I'm kinda busy,Just a second,It's my favorite song they're gonna play,And I cannot text you with a drink in my hand, eh?,You shoulda made some plans with me,You knew that I was free,And now you won't stop calling me,I'm kinda busy,Stop callin',Stop callin',I don't wanna think anymore,I left my head and my heart on the dance floor,Stop callin',Stop callin',I don't wanna talk anymore,I left my head and my heart on the dance floor,Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh,Stop telephonin',Me eh, eh, eh,eh, eh, eh, eh, eh, eh, eh,,I'm busy eh, eh, eh, eh, eh, eh, eh, eh, eh,eh, eh,Stop telephonin',Me eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh,,Can call all you want but theres no one home,And you're not gonna reach my telephone,'Cuz I'm out in the club,And I'm sippin that bubb,And you're not gonna reach my telephone,Call all but there's no one home,And you're not gonna reach my telephone,Cuz I'm out in the club,And I'm sippin' that bubb,And you're not gonna reach my telephone,Boy the way you blown up my phone,Won't make me leave no faster,Put my coat on faster,Leave my girls no faster,I shoulda left my phone at home,'Cuz this is a disaster,Calling like a collector,Sorry, I cannot answer,Not that I don't like you,I'm just at a party,And I am sick and tired of my phone r-ringing,Sometimes I feel like I live in Grand Central Station,Tonight I'm not takin' no calls,'Cuz I'll be dancin',Cuz I'll be dancin',Cuz I'll be dancin',Tonight I'm not takin' no calls,Cuz I'll be dancin',Stop callin,Stop callin,I don't wanna think anymore,I left my head and my heart on the dancefloor,Stop callin,Stop callin,I don't wanna talk anymore,I left my head and my heart on the dancefloor,Eh,eh,eh,eh,eh,eh,eh,eh,eh,eh, eh,Stop telephonin,Me eh,eh,eh,eh,eh,eh,eh,eh,eh,eh,I'm busy eh,eh,eh,eh,eh,eh,eh,eh,eh,eh,Stop telephonin,Me eh,eh,eh,eh,eh,eh,eh,eh,eh,eh,Can call all you want but there's no one home,And you're not gonna reach my telephone,'Cuz I'm out in the club,And I'm sippin that bubb,And you're not gonna reach my telephone,Call all you want but there's no one home,And you're not gonna reach my telephone,Cuz I'm out in the club,And I'm sippin' that bubb,And you're not gonna reach my telephone,My telephone,M-m-m my telephone,'Cuz I'm out in the club,And I'm sippin that bubb,And you're not gonna reach my telephone,My telephone,M-m-m telephone,Cuz I'm out in the club,And I'm sippin that bubb,And you're not gonna reach my telephone
ice-cream-truck    beyonce-knowles    Pop    Feels like I'm losing my mind,Love is so hard to find,You led me on to believe, you belong to me,oohh ooohh,I'm going trough difficult times,I always thought you were mine,Love doesn't feel like this, this is my final wish,The next time your truck rolls by,No matter how hard I cry,Please don't stop in front of me,Cause your loves no longer sweet,The next time I bring you change,Baby please pull back ya hand,You know your not what I need,Let me go, let me do B,(2x) You've got me chasing after you like a ice cream truck, I try my luck and catch up, but it's always out of luck,Faster and faster I ran,You sped up and then,Just as I thought I've caught up,I'm chasing you again,Finally,,You stopped and I jumped on,I realized your flavor was wrong,You thought I was still holding on,It's good to know your gone,The next time your truck rolls by,No matter how hard I cry,Please don't stop in front of me,Cause your love's no longer sweet,The next time I bring you change,Baby please pull back ya hand,You know your not what I need,Let me go, Let me do B,(2x) You've got me chasing after you like a ice cream truck, I try my luck and catch up, but it's always out of luck.
no-broken-hearted-girl    beyonce-knowles    Pop    Youre everything I thought you never were,And nothing like I thought you couldve been,But still you live inside of me,So tell me how is that?,Youre the only one I wish I could forget,The only one Id love to not forgive,And though you break my heart, youre the only one,And though there are times when I hate you,Cause I cant erase,The times that you hurt me,And put tears on my face,And even now while I hate you,It pains me to say,I know Ill be there at the end of the day,I dont wanna be without you babe,I dont want a broken heart,Dont wanna take a breath with out you babe,I dont wanna play that part,I know that I love you,But let me just say,I dont want to love you in no kind of way no no,I dont want a broken heart,And I dont wanna play the broken-hearted girlNo...No,No broken-hearted girl,Im no broken-hearted girl,Something that I feel I need to say,But up to now Ive always been afraid,That you would never come around,And still I want to put this out,You say youve got the most respect for me,But sometimes I feel youre not deserving me,And still youre in my heart,But youre the only one and yes,There are times when I hate you,But I dont complain,Cause Ive been afraid that you would've walk away,Oh but now I dont hate you,Im happy to say,That I will be there at the end of the day,I dont wanna be without you babe,I dont want a broken heart,Dont wanna take breath with out you babe,I dont wanna play that part,I know that I love you,But let me just say,I dont want to love you in no kind of way no no,I dont want a broken heart,And I dont wanna play the broken-hearted girl...NoNo,No broken-hearted girl,Now Im at a place I thought Id never beOooo,Im living in a world thats all about you and meyeah,Ain't gotta be afraid my broken heart is free,To spread my wings and fly away,Away With you,yeah yeah yeah, ohh ohh ohh,I dont wanna be without my baby,I dont wanna a broken heart,Dont want to take a breath with out my baby,I dont wanna play that part,I know that I love you,But let me just say,I dont want to love you in no kind of way..No..No,I dont want a broken heart,I dont wanna play the broken-hearted girl..No..No..,No broken-hearted girl,Broken-hearted girl Nono,No broken-hearted girl,No broken-hearted girl
control    beyonce-knowles    Pop    I gotta give up,to quite the storm that rages inside,the way that I hit my damage part,you gave me away,And I've had enough,I imagine the words I say to you,I'm finding strange to follow it trough,I'm ready to change,I'm letting go, I'm letting go,We're only friends, We're only friends,Tonight we'll let the music free our souls,So let it show, so let it show,We can pretend, we can pretend,We only find ourselves by loosing all,Control (x8),I'm opening it up,show me a sign I can't relieve,It's crazy emotions flow trough me,I'm gonna explode,You take me away,and what is my ordinary life,I wont be afraid of what we might find a love I can hold,I'm letting go, I'm letting go,We're only friends, We're only friends,Tonight we'll let the music free our souls,So let it show, So let it show,We can pretend, we can pretend,We only find ourselves by loosing all,Control,Nothing injured nothing gained,New horizon ready to play,with every breath you take it away,I'm letting go, I'm letting go,We're only friends, We're only friends,Tonight we'll let the music free our souls,So let it show, So let it show,We can pretend, we can pretend,We only find ourselves by loosing all,Control (x8)
i-m-alone-now    beyonce-knowles    Pop    It really hurts to say this yes it does,But after a while sweet love just ain't enough,So many settle for less just because,Maybe I'm more in love with what it was,But what's gets so confusing baby,You and me,It's been so much confusion lately,You couldn't see that you were losing me,Well I'm alone now but I ain't lonely,I'm on my own now,But I ain't the only,Honestly I'm fine,I'll take this time to concentrate on me,And I got possibility to keep me company,Won't you just assume he doesn't care,To internalize it all isn't fare,So I address the problem so that he's aware,But I still feel all alone even when he's there,Maybe we can fix it baby,I know we can,If I make you miss it baby,Then maybe you will understand,That I'm alone now but I ain't lonely,I'm on my own now,But I ain't the only,Honestly I'm fine,I'll take this time to concentrate on me,And I got possibility to keep me company,la la la la la la la la laaa,la la la la la la la la laaa,la la la la la la la la laaa,la la la la la la la la laaa,Well I'm alone now but I ain't lonely,I'm on my own now,But I ain't the only,Honestly I'm fine,I'll take this time to concentrate on me,And I got possibility to keep me company
poison    beyonce-knowles    Pop    You're bad for me I clearly get it,I don't see how something good could come from loving you,The death of me must be your mission,Cause with every hug and kiss you're snatching every bit of strength,That I'm gon need to fight off the inevitable,And it's a heart breaking situation I'm up in, but I can't control,[Chorus],You're just like poison,Slowly moving through my system,Breaking all of my defenses with time,You're just like poison and I just don't get it,How can something so deadly feel so right?,I'm not sure of what to do it's a catch 22,cause the cure is found in you I don't want it but I do,You're just like poison,My affliction, I'm addicted, I can't lie,Kiss me one more time before I die,[Verse 2],You aint right take me high,Then that high it subsides,And my body flat lines,Then you come to revive,Wait wait wait I'm alive,But how long will it last,Will it all come crashing down?,How many doses am I needing now?,What's the prognosis will you be around?,Or am I just another victim of an assassin that broke my heart down,[Chorus],Baby you're just like poison,Slowly moving through my system,Breaking all of my defenses with time,You're just like poison,And I just don't get it,How can something so deadly,Feel so right,I'm not sure what to do,It's a catch 22,Cause the cure is found in you,I don't want it but I do,You're just like poison,My affliction, I'm addicted, I cant lie,Kiss me one more time before I die,[Bridge],It's just not my body (No),It's my mind, you don't know,How many times I told myself,This cant do (cant do),And that I don't need you (No I don't need you)(no),It's so unfair(fair) that I find myself right back in your care(care),And what's good is that when you're not always there (there there),You're no good for my health (my heath),You're just like poison (whoa whoa whoa) (repeat),[Chorus],You're just like poison,Slowly moving through my system,Breaking all of my defenses with time,You're just like poison,And I just don't get it,How can something so deadly,Feel so right,I'm not sure of what to do,It's a catch 22,Cause the cure is found in you,I don't want it but I do,You're just like poison,My affliction, I'm addicted, I cant lie,Baby Kiss me one more time,you're just like poison,Slowly moving through my system,Breaking all of my defenses with time,You're just like poison,And I just don't get it,How can something so deadly,Feel so right,I'm not sure what to do,It's a catch 22,Cause the cure is found in you,I don't want it to,You're just like poison,I'm addicted, I cant lie,Kiss me one more time,Before I die,(na na na na)
world-wide-women    beyonce-knowles    Pop    [Chorus:],I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,World Wide Woman WWW you know I'm the type of girl.,I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,Beyonce World Wide Woman WW W you know I'm the type of girl.,World,International no specific area code whether it's them project homes over seas on them coble stones roads.,I can just divide a globe what you need and all the essentials believe me I'm whatcha looking for login Bee backslash O N C each day baby.,Wide,[Chorus:],I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,World Wide Woman WWW you know I'm the type of girl.,I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,Beyonce World Wide Woman WW W you know I'm the type of girl.,World,If it's like a MAC you want maximize the full potential baby if you connect with me I'm just like your high speed cable.,Even if u gotta fly to where they drive on the passenger side I'll be the like the Audubon when you get on you won't know how to let go.,Browsing wont do, u got 2 click right here come find me I'll assure you the places you've never been I'll take you.,WWW,[Chorus:],I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,World Wide Woman WWW you know I'm the type of girl.,I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,Beyonce World Wide Woman WW W you know I'm the type of girl.,World,I want love like any World Wide Woman would need,I know you think that can't be,Still got sensitivity,Lyrics In my world it's hard to get off intensity,but you feel so damn real to me,Lyric Come take the lead,Enjoy this world with me,[Chorus: 2x],I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,World Wide Woman WWW you know I'm the type of girl.,I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,Beyonce World Wide Woman WW W you know I'm the type of girl.,World,I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,World Wide Woman WWW you know I'm the type of girl.,I'm a world wide woman WWW you can log on anywhere you're girl can take you there.,World Wide Woman WWW you know I'm the type of girl.
beautiful-liar    beyonce-knowles    Pop    Ay,Ay,Ay (Nobody likes to be played),Oh, Beyonce, Beyonce,Oh, Shakira, Shakira,(Hey!),He said, I'm worth it, his one desire,(I know things about him that you wouldn't wanna read about),He kissed me, his one and only,(This) Beautiful liar,(Tell me how you tolerate the things you just found out about),You'll never know,Why are we the ones who suffer,Have to let go,He won't be the one to cry,(Ay) Let's not kill the Karma,(Ay) Let's not start a fight,(Ay) It's not worth the drama,For a beautiful liar,(Oh) Can't we laugh about it (Ha ha ha),(Oh) It's not worth our time,(Oh) We can live without him,Just a beautiful liar,I trusted him,But when I followed you,I saw you together,(I didn't know about you then 'till I saw you with him again),I walked in on your love scene,Slow dancing,(You stole everything how can you say I did you wrong),We never know,When the pain and heartbreaks over,Have to let go,The innocence is gone,(Ay) Let's not kill the Karma,(Ay) Let's not start a fight,(Ay) It's not worth the drama,For a beautiful liar,(Oh) Can't we laugh about it (Ha ha ha),(Oh) It's not worth our time,(Oh) We can live without him,Just a beautiful liar,Tell me how to forgive you,When it's me who's ashamed,And I wish I could free you,Of the hurt and the pain,But the answer is simple,He's the one to blame,(Hey!),Ay, Beyonce, Beyonce,Ay, Shakira, Shakira,Oh, Beyonce, Beyonce,Oh, Shakira, Shakira,(Hey!),(Ay) Let's not kill the Karma,(Ay) Let's not start a fight,(Ay) It's not worth the drama,For a beautiful liar,(Oh) Can't we laugh about it (Ha ha ha),(Oh) It's not worth our time,(Oh) We can live without him,Just a beautiful liar
beautiful-liar-spanish    beyonce-knowles    Pop    Ay! Ay!,(Nobody likes being played),Ay!,Oh! Beyonc, Beyonc,Oh! Bisasha, Bisasha,(Hey!),He said I'm worth it, his one desire,(Yo conozco cosas del que tu no quieres ni saber),He kissed me, he's a one and only beautiful liar,(Solo por placer nuestra amistad no vamos a perder),A mi tambien, why are we the ones who suffer?,No hay que caer, he won't be the one to cry,Ay! Lets not kill the karma,Ay! Lets not start a fight,Ay! Its not worth the drama,For a beautiful liar,No nos va dividir,No, no nos va a incitar,No vamos a sufrir,Por un bello embustero,Confiaba en el ms cuando lo que encontre besandote el cuello,(I didn't know about you then 'til I saw you with him when, yeah),Por que a ti, si hay mil por ahi, el es un perro,(You stole everything, how can you say I did you wrong?),A mi tambien, when the pain and heartbreaks over,No hay que caer, the innocence is gone,Ay! Lets not kill the karma,Ay! Lets not start a fight,Ay! Its not worth the drama,For a beautiful liar,No nos va dividir,No, no nos va a incitar,No vamos a sufrir,Por un bello embustero,Lo crea tan mio, yo viva por el,And I wish I could free you of the hurt and the pain,Es un hombre muy frio, no es de una mujer!,(Hey!),(Ay! Beyonc, Beyonc),Ya no nos puede engaar,(Ay! Beyonc, Beyonc),(Oh! Bisasha, Bisasha),Paremos con su juego,(Oh! Bisasha, Bisasha),(Ay! Beyonc, Beyonc),Ya basta de sus mentiras,(Ay! Beyonc, Beyonc),(Oh! Bisasha, Bisasha),Dle adios por las dos,(Oh! Bisasha, Bisasha),(Hey!),Ay! Lets not kill the karma,Ay! Lets not start a fight,Ay! Its not worth the drama,For a beautiful liar,No nos va dividir,No, no nos va a incitar,No vamos a sufrir,Por un bello embustero
